일시,예상_재산피해규모(백만원)
2010-08-01,17.725100955742718
2010-08-02,18.03848051882522
2010-08-03,16.673785622487262
2010-08-04,18.03848051882522
2010-08-05,111.62965195923914
2010-08-06,22.80757665189806
2010-08-07,18.03848051882522
2010-08-08,16.170979732482735
2010-08-09,16.31173434561896
2010-08-10,4857.964582421442
2010-08-11,3641.1287694436705
2010-08-12,20.171734620605967
2010-08-13,20.171734620605967
2010-08-14,20.171734620605967
2010-08-15,16.02605023003005
2010-08-16,14.936723269654134
2010-08-17,16.673785622487262
2010-08-18,16.673785622487262
2010-08-19,16.673785622487262
2010-08-20,18.03848051882522
2010-08-21,19.93960486556833
2010-08-22,18.03848051882522
2010-08-23,18.03848051882522
2010-08-24,18.03848051882522
2010-08-25,200.61455887594423
2010-08-26,223.98225413127003
2010-08-27,626.760542447648
2010-08-28,822.4187961942446
2010-08-29,130.52051365070764
2010-08-30,186.3541705159115
2010-08-31,139.23255258530878
2010-09-01,3930.761605257263
2010-09-02,574.4215140734851
2010-09-03,17.725100955742718
2010-09-04,18.03848051882522
2010-09-05,114.8302294694975
2010-09-06,1029.4865762672
2010-09-07,26.20655750444847
2010-09-08,19.509565216246905
2010-09-09,20.171734620605967
2010-09-10,17.725100955742718
2010-09-11,16.47738285027236
2010-09-12,113.79172911546425
2010-09-13,12.253830501067256
2010-09-14,13.56160468602246
2010-09-15,13.621622995267249
2010-09-16,14.086588422108086
2010-09-17,13.56160468602246
2010-09-18,13.112300113264821
2010-09-19,17.725100955742718
2010-09-20,17.725100955742718
2010-09-21,18.623893768110438
2010-09-22,66.347856806246
2010-09-23,28.102067109506713
2010-09-24,12.551267025530464
2010-09-25,15.07140270366253
2010-09-26,108.95246132444512
2010-09-27,137.23137799447542
2010-09-28,24.736606623935906
2010-09-29,15.78698849847419
2010-09-30,14.440254285999202
2010-10-01,15.07140270366253
2010-10-02,115.616712290317
2010-10-03,107.82203074723182
2010-10-04,46.56094655240182
2010-10-05,22.792198790144077
2010-10-06,15.78698849847419
2010-10-07,13.780415845442963
2010-10-08,96.99193352865251
2010-10-09,15.78698849847419
2010-10-10,14.593987304112211
2010-10-11,15.78698849847419
2010-10-12,15.78698849847419
2010-10-13,19.17345746945967
2010-10-14,16.55857855479293
2010-10-15,20.623747971415465
2010-10-16,15.78698849847419
2010-10-17,15.78698849847419
2010-10-18,15.78698849847419
2010-10-19,14.440254285999202
2010-10-20,14.940840437727939
2010-10-21,14.54773251191818
2010-10-22,16.78040925738181
2010-10-23,147.95067181691502
2010-10-24,474.6990445553477
2010-10-25,775.3356172943672
2010-10-26,1196.403353811103
2010-10-27,15.373210485719087
2010-10-28,39.81146553694715
2010-10-29,18.38008187490414
2010-10-30,19.8337993170834
2010-10-31,31.68756108622801
2010-11-01,45.80653567045048
2010-11-02,38.86579219816265
2010-11-03,20.685189961439136
2010-11-04,15.78698849847419
2010-11-05,15.78698849847419
2010-11-06,15.78698849847419
2010-11-07,14.859459650635712
2010-11-08,843.8723680815506
2010-11-09,127.11277115111741
2010-11-10,16.55857855479293
2010-11-11,60.70068117020745
2010-11-12,15.999614117606107
2010-11-13,15.78698849847419
2010-11-14,62.43965320417865
2010-11-15,66.03352012783036
2010-11-16,15.435425139820175
2010-11-17,15.78698849847419
2010-11-18,15.78698849847419
2010-11-19,15.78698849847419
2010-11-20,15.78698849847419
2010-11-21,15.78698849847419
2010-11-22,66.03352012783036
2010-11-23,15.999614117606107
2010-11-24,16.019705400207542
2010-11-25,52.64844532345596
2010-11-26,45.80653567045048
2010-11-27,45.80653567045048
2010-11-28,86.03769402698711
2010-11-29,15.78698849847419
2010-11-30,15.78698849847419
2010-12-01,15.78698849847419
2010-12-02,95.47325290077225
2010-12-03,843.8723680815506
2010-12-04,15.757364407725417
2010-12-05,15.78698849847419
2010-12-06,837.6727818773072
2010-12-07,594.6104011512282
2010-12-08,885.017603905387
2010-12-09,834.9113058602344
2010-12-10,22.792198790144077
2010-12-11,72.35080422256844
2010-12-12,108.95246132444512
2010-12-13,414.9671695251639
2010-12-14,843.8723680815506
2010-12-15,907.4751510403546
2010-12-16,152.1927994498552
2010-12-17,30.19987175875846
2010-12-18,14.859459650635712
2010-12-19,14.535766448581366
2010-12-20,17.27926147692027
2010-12-21,15.435425139820175
2010-12-22,19.8337993170834
2010-12-23,72.97240306471937
2010-12-24,907.4751510403546
2010-12-25,441.8953053858336
2010-12-26,1130.3309481706046
2010-12-27,290.00893201309816
2010-12-28,1069.4532332353583
2010-12-29,63.459317178337685
2010-12-30,845.5913066063941
2010-12-31,1142.3411944629568
2011-01-01,1210.8831964566382
2011-01-02,24.377735051035476
2011-01-03,45.80653567045048
2011-01-04,64.04557641755957
2011-01-05,43.53620936252626
2011-01-06,861.6939293682619
2011-01-07,466.1013205732229
2011-01-08,14.167396898361702
2011-01-09,843.8723680815506
2011-01-10,53.655170034123095
2011-01-11,41.19930102186441
2011-01-12,66.03352012783036
2011-01-13,14.440254285999202
2011-01-14,14.167396898361702
2011-01-15,940.5452059933174
2011-01-16,843.8723680815506
2011-01-17,63.459317178337685
2011-01-18,20.623747971415465
2011-01-19,27.031455003300614
2011-01-20,20.623747971415465
2011-01-21,368.86056689344247
2011-01-22,24.964614187347824
2011-01-23,81.88446433535671
2011-01-24,410.5669334808136
2011-01-25,36.468611836696624
2011-01-26,27.031455003300614
2011-01-27,27.031455003300614
2011-01-28,35.455437012920086
2011-01-29,836.5682181387031
2011-01-30,821.4072257473571
2011-01-31,610.9276146464737
2011-02-01,13.461109382478558
2011-02-02,15.78698849847419
2011-02-03,15.78698849847419
2011-02-04,15.78698849847419
2011-02-05,14.440254285999202
2011-02-06,26.544454172684645
2011-02-07,14.859459650635712
2011-02-08,101.31910567685813
2011-02-09,42.1681390727549
2011-02-10,101.88354994376873
2011-02-11,843.8723680815506
2011-02-12,1133.1388063465633
2011-02-13,23.38373893054303
2011-02-14,367.68493778047855
2011-02-15,24.964614187347824
2011-02-16,120.07034836840751
2011-02-17,168.76549284608157
2011-02-18,59.309420118201324
2011-02-19,15.78698849847419
2011-02-20,15.78698849847419
2011-02-21,15.373210485719087
2011-02-22,14.440254285999202
2011-02-23,15.78698849847419
2011-02-24,14.167396898361702
2011-02-25,24.964614187347824
2011-02-26,14.940840437727939
2011-02-27,170.87589857764505
2011-02-28,20.623747971415465
2011-03-01,422.600847918885
2011-03-02,420.03322804099173
2011-03-03,420.03322804099173
2011-03-04,27.727053107651518
2011-03-05,15.78698849847419
2011-03-06,24.55056469355681
2011-03-07,594.6104011512282
2011-03-08,35.59946078001211
2011-03-09,22.067750835813797
2011-03-10,15.435425139820175
2011-03-11,14.167396898361702
2011-03-12,14.440254285999202
2011-03-13,15.78698849847419
2011-03-14,20.428242802338758
2011-03-15,497.07219840922346
2011-03-16,497.07219840922346
2011-03-17,24.736606623935906
2011-03-18,15.373210485719087
2011-03-19,14.440254285999202
2011-03-20,292.2822147652257
2011-03-21,224.63796675167038
2011-03-22,420.03322804099173
2011-03-23,24.377735051035476
2011-03-24,22.792198790144077
2011-03-25,311.655994198867
2011-03-26,24.377735051035476
2011-03-27,15.78698849847419
2011-03-28,15.089008054194085
2011-03-29,19.17345746945967
2011-03-30,14.535766448581366
2011-03-31,15.78698849847419
2011-04-01,15.78698849847419
2011-04-02,15.78698849847419
2011-04-03,119.15145660456204
2011-04-04,15.373210485719087
2011-04-05,15.78698849847419
2011-04-06,14.859459650635712
2011-04-07,473.4489107536248
2011-04-08,90.45101304165992
2011-04-09,15.78698849847419
2011-04-10,15.78698849847419
2011-04-11,38.86579219816265
2011-04-12,14.024495091022338
2011-04-13,15.78698849847419
2011-04-14,15.78698849847419
2011-04-15,13.977274805755968
2011-04-16,21.966559376032023
2011-04-17,15.78698849847419
2011-04-18,39.81146553694715
2011-04-19,34.609478849683434
2011-04-20,15.78698849847419
2011-04-21,15.373210485719087
2011-04-22,153.65835309964427
2011-04-23,23.216253047812536
2011-04-24,22.56909204394262
2011-04-25,18.38008187490414
2011-04-26,27.031455003300614
2011-04-27,19.17345746945967
2011-04-28,22.241531968222056
2011-04-29,19.346738113486094
2011-04-30,944.5270531666563
2011-05-01,19.519608868509714
2011-05-02,15.78698849847419
2011-05-03,13.461109382478558
2011-05-04,14.440254285999202
2011-05-05,15.78698849847419
2011-05-06,16.55857855479293
2011-05-07,14.440254285999202
2011-05-08,15.78698849847419
2011-05-09,23.409390901057748
2011-05-10,74.44110733962292
2011-05-11,426.7325969626158
2011-05-12,14.167396898361702
2011-05-13,17.691601622705136
2011-05-14,14.167396898361702
2011-05-15,15.78698849847419
2011-05-16,15.78698849847419
2011-05-17,15.78698849847419
2011-05-18,13.94121870820359
2011-05-19,19.8337993170834
2011-05-20,15.78698849847419
2011-05-21,15.78698849847419
2011-05-22,17.341945788356718
2011-05-23,453.6184677451068
2011-05-24,17.095690215372844
2011-05-25,26.366837939236476
2011-05-26,121.76234946282275
2011-05-27,15.78698849847419
2011-05-28,14.372074756509127
2011-05-29,16.867957627874986
2011-05-30,15.78698849847419
2011-05-31,15.373210485719087
2011-06-01,15.78698849847419
2011-06-02,15.78698849847419
2011-06-03,15.78698849847419
2011-06-04,15.78698849847419
2011-06-05,15.78698849847419
2011-06-06,15.78698849847419
2011-06-07,15.78698849847419
2011-06-08,15.78698849847419
2011-06-09,15.78698849847419
2011-06-10,524.3446808842159
2011-06-11,498.3026793153469
2011-06-12,15.78698849847419
2011-06-13,15.78698849847419
2011-06-14,15.78698849847419
2011-06-15,119.15145660456204
2011-06-16,224.57144577692736
2011-06-17,15.78698849847419
2011-06-18,94.52112178138685
2011-06-19,99.74158414575228
2011-06-20,15.78698849847419
2011-06-21,428.09047530005154
2011-06-22,946.7440932925163
2011-06-23,23.723311280388913
2011-06-24,18.25428236441384
2011-06-25,3816.0636955507853
2011-06-26,2075.3528255647125
2011-06-27,13.259674752334934
2011-06-28,249.5177432441488
2011-06-29,15.998924763782643
2011-06-30,743.3185080310585
2011-07-01,15.861179245274135
2011-07-02,12.253830501067256
2011-07-03,13.605442813478803
2011-07-04,21.444142944643957
2011-07-05,14.086588422108086
2011-07-06,152.0663926962297
2011-07-07,32.31344225216412
2011-07-08,92.42894328380781
2011-07-09,141.21596940960916
2011-07-10,19.509565216246905
2011-07-11,18.256458517798606
2011-07-12,18.77602447002777
2011-07-13,18.77602447002777
2011-07-14,15.983437807112608
2011-07-15,17.878234606988798
2011-07-16,17.725100955742718
2011-07-17,16.673785622487262
2011-07-18,14.873083917664832
2011-07-19,20.33579731470489
2011-07-20,16.673785622487262
2011-07-21,18.476015374315455
2011-07-22,17.3502463449285
2011-07-23,14.278333796845793
2011-07-24,17.67207167772211
2011-07-25,11.780485157219662
2011-07-26,17.485972541250682
2011-07-27,15.94093259875773
2011-07-28,16.780156897555425
2011-07-29,16.673785622487262
2011-07-30,16.673785622487262
2011-07-31,18.03848051882522
2011-08-01,110.114645899033
2011-08-02,105.76133507163712
2011-08-03,16.84541071152813
2011-08-04,19.93960486556833
2011-08-05,18.03848051882522
2011-08-06,226.81314282021748
2011-08-07,9298.05630727687
2011-08-08,159.0001468923278
2011-08-09,19.17002617150849
2011-08-10,18.476015374315455
2011-08-11,19.560790811439496
2011-08-12,19.560790811439496
2011-08-13,121.84694593271192
2011-08-14,19.784032815233946
2011-08-15,18.476015374315455
2011-08-16,17.547786608606902
2011-08-17,17.725100955742718
2011-08-18,14.539672790491526
2011-08-19,12.253830501067256
2011-08-20,24.76410367717775
2011-08-21,12.733230768997522
2011-08-22,132.9620110025732
2011-08-23,505.41541563243084
2011-08-24,12.733230768997522
2011-08-25,17.3502463449285
2011-08-26,147.1804318002744
2011-08-27,19.509565216246905
2011-08-28,19.509565216246905
2011-08-29,19.509565216246905
2011-08-30,17.625439963293186
2011-08-31,14.278333796845793
2011-09-01,16.252314645227827
2011-09-02,13.174772421948258
2011-09-03,18.315268836683714
2011-09-04,12.253830501067256
2011-09-05,11.117252002199002
2011-09-06,15.07140270366253
2011-09-07,15.07140270366253
2011-09-08,15.07140270366253
2011-09-09,14.051301280069524
2011-09-10,927.1512327204499
2011-09-11,109.09180996790053
2011-09-12,17.3502463449285
2011-09-13,17.625439963293186
2011-09-14,12.021841508374747
2011-09-15,20.171734620605967
2011-09-16,13.583623106223168
2011-09-17,21.823924607375517
2011-09-18,19.596436575392246
2011-09-19,14.490608023700581
2011-09-20,19.8337993170834
2011-09-21,20.623747971415465
2011-09-22,14.535766448581366
2011-09-23,15.78698849847419
2011-09-24,15.07140270366253
2011-09-25,15.07140270366253
2011-09-26,14.086588422108086
2011-09-27,15.07140270366253
2011-09-28,12.253830501067256
2011-09-29,133.44529524815403
2011-09-30,34.609478849683434
2011-10-01,23.216253047812536
2011-10-02,36.468611836696624
2011-10-03,23.069314973334656
2011-10-04,15.78698849847419
2011-10-05,16.019705400207542
2011-10-06,19.8337993170834
2011-10-07,15.373210485719087
2011-10-08,15.78698849847419
2011-10-09,15.78698849847419
2011-10-10,15.07140270366253
2011-10-11,15.373210485719087
2011-10-12,15.78698849847419
2011-10-13,15.07140270366253
2011-10-14,462.0720072844518
2011-10-15,25.477989455088565
2011-10-16,15.305725780779412
2011-10-17,14.54773251191818
2011-10-18,16.55857855479293
2011-10-19,15.78698849847419
2011-10-20,15.78698849847419
2011-10-21,82.72088875602583
2011-10-22,21.000878669766177
2011-10-23,15.78698849847419
2011-10-24,42.73774479233334
2011-10-25,623.5596360205268
2011-10-26,15.373210485719087
2011-10-27,15.78698849847419
2011-10-28,15.78698849847419
2011-10-29,15.78698849847419
2011-10-30,14.057254586414444
2011-10-31,14.940840437727939
2011-11-01,15.78698849847419
2011-11-02,15.07140270366253
2011-11-03,440.02393205928047
2011-11-04,552.4489725498024
2011-11-05,402.0272730994228
2011-11-06,21.477507270168303
2011-11-07,15.78698849847419
2011-11-08,14.167396898361702
2011-11-09,328.57286843109995
2011-11-10,69.7538164720128
2011-11-11,104.0945734708501
2011-11-12,15.373210485719087
2011-11-13,15.373210485719087
2011-11-14,20.623747971415465
2011-11-15,14.440254285999202
2011-11-16,15.78698849847419
2011-11-17,464.9358627938525
2011-11-18,498.0227711523817
2011-11-19,78.90607655444023
2011-11-20,610.9276146464737
2011-11-21,14.372074756509127
2011-11-22,19.88540178320836
2011-11-23,427.7684406329538
2011-11-24,29.09869193674632
2011-11-25,15.78698849847419
2011-11-26,15.78698849847419
2011-11-27,15.78698849847419
2011-11-28,15.78698849847419
2011-11-29,15.78698849847419
2011-11-30,95.62464267110352
2011-12-01,139.49475130707123
2011-12-02,121.73434832169013
2011-12-03,44.243641676308044
2011-12-04,15.956326933593004
2011-12-05,13.461109382478558
2011-12-06,14.440254285999202
2011-12-07,70.29493695106322
2011-12-08,765.6436596182883
2011-12-09,357.11799665596567
2011-12-10,61.76299007247198
2011-12-11,19.17345746945967
2011-12-12,15.78698849847419
2011-12-13,15.78698849847419
2011-12-14,13.461109382478558
2011-12-15,45.80653567045048
2011-12-16,452.3368210715188
2011-12-17,23.924336609602598
2011-12-18,15.181833190766367
2011-12-19,14.372074756509127
2011-12-20,15.78698849847419
2011-12-21,15.34836019011988
2011-12-22,442.1450906343156
2011-12-23,23.924336609602598
2011-12-24,518.9819953245911
2011-12-25,69.24332022072863
2011-12-26,24.736606623935906
2011-12-27,14.859459650635712
2011-12-28,15.78698849847419
2011-12-29,24.377735051035476
2011-12-30,22.163251222462158
2011-12-31,15.373210485719087
2012-01-01,67.50097846399797
2012-01-02,32.70543523754359
2012-01-03,70.78020362093156
2012-01-04,600.6662981373285
2012-01-05,23.498206681016015
2012-01-06,16.55857855479293
2012-01-07,16.55857855479293
2012-01-08,13.461109382478558
2012-01-09,15.181833190766367
2012-01-10,19.8337993170834
2012-01-11,52.64844532345596
2012-01-12,19.17345746945967
2012-01-13,15.373210485719087
2012-01-14,15.373210485719087
2012-01-15,14.440254285999202
2012-01-16,15.78698849847419
2012-01-17,15.78698849847419
2012-01-18,15.78698849847419
2012-01-19,13.461109382478558
2012-01-20,78.07286936774442
2012-01-21,25.60767769601511
2012-01-22,459.8403611133329
2012-01-23,66.03352012783036
2012-01-24,20.623747971415465
2012-01-25,57.4548629268847
2012-01-26,14.786469219118352
2012-01-27,15.78698849847419
2012-01-28,14.456539200918897
2012-01-29,19.17345746945967
2012-01-30,19.216306905437126
2012-01-31,13.461109382478558
2012-02-01,238.4639926624257
2012-02-02,851.9469247331907
2012-02-03,18.38008187490414
2012-02-04,15.78698849847419
2012-02-05,15.78698849847419
2012-02-06,142.8699605978481
2012-02-07,856.2592549587082
2012-02-08,363.698703131536
2012-02-09,25.477989455088565
2012-02-10,15.435425139820175
2012-02-11,14.26049355253361
2012-02-12,15.78698849847419
2012-02-13,23.412973672103114
2012-02-14,329.6844287239819
2012-02-15,78.5301985063445
2012-02-16,26.6376038485109
2012-02-17,441.8953053858336
2012-02-18,61.0744758010463
2012-02-19,23.924336609602598
2012-02-20,15.78698849847419
2012-02-21,120.26566154254704
2012-02-22,47.044053375172744
2012-02-23,100.89940709009588
2012-02-24,15.78698849847419
2012-02-25,43.53620936252626
2012-02-26,24.377735051035476
2012-02-27,19.17345746945967
2012-02-28,125.86267106848393
2012-02-29,14.440254285999202
2012-03-01,15.78698849847419
2012-03-02,115.50148134123447
2012-03-03,15.78698849847419
2012-03-04,135.97355286400222
2012-03-05,228.64490123139925
2012-03-06,21.402142367474184
2012-03-07,19.17345746945967
2012-03-08,19.17345746945967
2012-03-09,20.623747971415465
2012-03-10,21.056653445700903
2012-03-11,64.66623336323678
2012-03-12,63.459317178337685
2012-03-13,15.78698849847419
2012-03-14,15.78698849847419
2012-03-15,15.78698849847419
2012-03-16,129.18443850489206
2012-03-17,15.373210485719087
2012-03-18,133.74817642303967
2012-03-19,16.55857855479293
2012-03-20,25.477989455088565
2012-03-21,38.586928908626554
2012-03-22,397.7415201880618
2012-03-23,271.898054957236
2012-03-24,410.5669334808136
2012-03-25,25.632055571310538
2012-03-26,18.38008187490414
2012-03-27,15.78698849847419
2012-03-28,15.78698849847419
2012-03-29,15.373210485719087
2012-03-30,546.671549590496
2012-03-31,385.7644063861887
2012-04-01,26.88209886771719
2012-04-02,33.747236557196025
2012-04-03,1033.4441679119464
2012-04-04,34.609478849683434
2012-04-05,20.623747971415465
2012-04-06,20.685189961439136
2012-04-07,15.78698849847419
2012-04-08,16.867957627874986
2012-04-09,15.593641014459237
2012-04-10,406.9316175298721
2012-04-11,141.48259440841605
2012-04-12,13.824299435898695
2012-04-13,15.78698849847419
2012-04-14,15.78698849847419
2012-04-15,15.78698849847419
2012-04-16,14.804238111685883
2012-04-17,15.373210485719087
2012-04-18,14.440254285999202
2012-04-19,102.06805014865614
2012-04-20,94.62065254775186
2012-04-21,789.393223843668
2012-04-22,15.373210485719087
2012-04-23,15.78698849847419
2012-04-24,16.019705400207542
2012-04-25,689.681516704645
2012-04-26,66.03352012783036
2012-04-27,15.78698849847419
2012-04-28,15.78698849847419
2012-04-29,397.96805637581656
2012-04-30,168.28801894892513
2012-05-01,513.0168125196543
2012-05-02,87.70716848519395
2012-05-03,16.55857855479293
2012-05-04,15.78698849847419
2012-05-05,15.78698849847419
2012-05-06,15.78698849847419
2012-05-07,15.78698849847419
2012-05-08,14.440254285999202
2012-05-09,15.78698849847419
2012-05-10,14.440254285999202
2012-05-11,15.78698849847419
2012-05-12,15.78698849847419
2012-05-13,15.78698849847419
2012-05-14,116.26469998503957
2012-05-15,23.86398688544311
2012-05-16,14.440254285999202
2012-05-17,15.956326933593004
2012-05-18,15.78698849847419
2012-05-19,15.78698849847419
2012-05-20,15.78698849847419
2012-05-21,15.78698849847419
2012-05-22,15.78698849847419
2012-05-23,15.78698849847419
2012-05-24,19.88540178320836
2012-05-25,137.23137799447542
2012-05-26,14.859459650635712
2012-05-27,15.78698849847419
2012-05-28,15.78698849847419
2012-05-29,15.78698849847419
2012-05-30,14.440254285999202
2012-05-31,15.78698849847419
2012-06-01,15.78698849847419
2012-06-02,15.78698849847419
2012-06-03,15.78698849847419
2012-06-04,13.780415845442963
2012-06-05,15.07140270366253
2012-06-06,15.07140270366253
2012-06-07,13.780415845442963
2012-06-08,19.88540178320836
2012-06-09,15.07140270366253
2012-06-10,15.07140270366253
2012-06-11,15.07140270366253
2012-06-12,14.086588422108086
2012-06-13,15.07140270366253
2012-06-14,13.780415845442963
2012-06-15,94.2483073850886
2012-06-16,14.182268424539691
2012-06-17,15.07140270366253
2012-06-18,556.7883027763872
2012-06-19,115.81648797188093
2012-06-20,15.07140270366253
2012-06-21,12.443580501765702
2012-06-22,15.07140270366253
2012-06-23,12.872323029054098
2012-06-24,138.02271138820828
2012-06-25,14.29656380057748
2012-06-26,14.54773251191818
2012-06-27,13.713510856660474
2012-06-28,13.780415845442963
2012-06-29,125.72813211534452
2012-06-30,16.427581336459355
2012-07-01,117.78861774881656
2012-07-02,132.9620110025732
2012-07-03,108.23778099685501
2012-07-04,127.54574532915106
2012-07-05,18.25428236441384
2012-07-06,23.303341513787252
2012-07-07,12.253830501067256
2012-07-08,14.086588422108086
2012-07-09,14.086588422108086
2012-07-10,16.89905049475267
2012-07-11,1441.9915636418518
2012-07-12,17.625439963293186
2012-07-13,125.77116191682256
2012-07-14,112.72214341636068
2012-07-15,111.69716737174565
2012-07-16,27.478954685249114
2012-07-17,192.1955784863049
